transaction_amount,account_age_days,previous_transactions,failed_transactions,transaction_hour,is_international,device_change,is_fraud
80865,521,82,9,22,1,0,1
74138,990,99,3,11,1,0,1
52493,1141,8,1,1,0,0,0
66181,2315,35,7,2,1,1,1
29530,1635,39,7,13,0,1,1
75632,1188,92,5,14,1,0,1
27888,376,23,7,12,0,0,0
95605,653,47,8,8,0,0,1
48643,549,62,0,1,0,0,0
14019,1098,68,8,18,0,0,0
69446,73,52,1,15,1,0,0
96222,2356,53,0,10,1,0,1
40074,199,41,7,11,1,0,1
16471,1782,44,7,0,0,1,1
45184,572,89,3,1,0,0,0
29729,791,13,7,15,0,1,1
51284,1639,28,6,1,0,0,0
62016,1832,5,1,18,0,1,0
74072,1856,6,4,9,0,0,0
62287,1511,36,9,18,0,0,0
13084,1175,52,3,9,1,1,1
33139,179,17,2,15,0,0,0
85531,2245,86,0,12,1,1,1
83791,735,37,4,15,1,1,1
58706,2137,58,9,17,0,1,1
10716,799,0,7,23,0,0,0
50172,788,67,8,7,0,1,1
24674,209,43,6,23,0,0,0
3530,493,46,0,17,1,1,1
12776,1658,34,0,12,0,0,0
10916,732,86,0,6,1,1,1
32833,1130,90,1,20,0,1,0
85780,1606,59,0,22,1,0,1
2150,594,89,3,23,1,0,0
34033,1216,51,9,17,1,0,1
25051,325,7,8,5,1,0,1
32513,979,79,3,8,1,0,0
34901,1750,40,3,5,0,0,0
55719,1851,2,6,17,0,0,0
33013,1491,95,8,16,0,0,0
40700,894,68,6,11,1,0,1
57875,1391,83,0,2,0,1,0
90916,144,13,0,4,1,1,1
90193,384,95,3,6,1,1,1
35500,2264,25,3,9,0,1,0
4594,2372,69,0,9,1,0,0
80788,217,57,5,18,0,1,1
89531,1516,99,9,3,1,1,1
74791,2231,39,1,9,0,1,1
97519,2318,50,4,17,1,0,1
43101,1491,4,7,2,0,0,0
67464,1636,76,2,20,0,1,0
45128,2353,31,8,2,1,1,1
97759,1168,79,6,4,1,1,1
37673,111,0,8,15,1,0,1
906,1014,76,0,19,0,1,0
56738,232,53,4,12,0,1,0
29857,1715,10,2,10,1,0,0
34736,1756,52,3,12,0,1,0
80197,1578,7,3,18,0,1,1
48380,1297,24,6,5,1,1,1
24362,2221,39,9,23,0,1,1
80535,973,31,7,12,0,1,1
62311,1031,87,9,3,0,1,1
54942,518,27,4,21,1,1,1
57079,914,77,9,4,0,1,1
81570,2263,2,6,18,1,0,1
38297,2182,99,2,4,0,1,0
41944,2333,90,2,20,0,1,0
64854,1945,83,2,13,0,1,0
34257,1463,78,3,3,0,0,0
77229,1873,61,5,11,0,1,1
40142,2379,26,4,5,1,0,0
61765,1308,44,7,18,0,1,1
82956,899,91,4,9,0,0,0
27476,1099,24,4,0,0,0,0
55654,1190,60,9,22,0,0,0
14299,1213,43,1,22,1,1,1
81512,2126,96,4,15,0,1,1
51048,688,45,6,3,0,0,0
73881,2069,13,1,8,0,1,1
72850,566,7,5,17,0,0,1
66362,1208,47,6,16,1,1,1
46700,1895,13,4,14,1,1,1
76998,827,64,8,18,0,0,1
62583,1352,79,3,6,0,0,0
18397,2227,81,9,17,0,1,1
30548,1812,6,0,5,0,0,0
26272,1083,78,7,18,0,0,0
42974,1351,87,7,20,1,1,1
7757,1645,48,6,11,1,0,1
84486,191,54,7,2,0,1,1
25525,1224,12,1,0,0,1,0
26785,1336,72,2,4,0,0,0
24678,708,55,8,0,1,0,1
28931,379,55,0,7,0,0,0
8006,387,14,7,6,0,1,1
61513,2285,56,7,14,1,0,1
54128,616,57,6,10,1,1,1
7387,1543,34,4,17,0,0,0
33760,2331,87,3,13,0,0,0
75858,2049,96,9,8,0,1,1
60604,1755,15,9,4,0,0,0
59820,464,7,9,22,1,0,1
34801,967,92,9,3,1,1,1
83400,172,86,5,11,0,0,1
17774,1147,44,0,0,1,0,0
83660,843,94,4,23,0,1,1
23974,1322,39,3,12,1,0,0
43742,1909,53,3,0,0,0,0
97920,690,13,6,2,0,1,1
65260,1508,58,8,21,1,0,1
17702,2213,93,7,7,1,0,1
88901,2025,52,7,23,1,0,1
26031,1723,26,4,17,1,1,1
94477,383,46,5,15,1,0,1
29292,2257,79,1,19,0,1,0
46642,1413,5,2,19,0,0,0
42620,1584,54,4,15,1,0,0
64872,2272,96,1,1,0,0,0
58862,2051,43,2,16,0,0,0
50206,372,17,3,9,0,0,0
81221,1711,15,5,6,0,0,1
25659,1470,11,4,9,1,0,0
33842,611,19,9,18,0,0,0
69769,116,44,3,19,0,0,0
80299,447,63,1,8,0,1,1
21854,1392,58,4,21,0,0,0
4072,1341,92,4,16,1,1,1
70931,415,93,6,8,0,1,1
41973,1809,89,0,8,0,0,0
94761,1048,21,3,4,0,1,1
10003,1874,96,4,23,1,1,1
3120,1074,46,7,6,1,1,1
41855,718,28,7,10,0,1,1
86056,1359,85,0,7,0,0,0
87088,1606,44,4,13,1,1,1
45748,2319,76,9,1,0,0,0
9616,562,8,0,9,1,1,1
2496,2295,23,0,20,0,1,0
84182,387,14,1,23,0,1,1
19229,702,35,1,15,1,0,0
1691,973,12,8,15,0,0,0
11403,1385,90,3,18,0,0,0
30661,984,43,2,10,0,0,0
71819,1512,70,0,5,1,1,1
92208,352,71,1,5,1,0,1
99716,1725,77,5,6,0,1,1
86331,1952,75,8,15,0,0,1
7414,1280,35,4,12,0,1,0
19723,1908,60,3,2,0,1,0
67775,753,80,4,23,1,0,0
96926,1025,39,8,23,1,1,1
65182,546,92,6,8,1,1,1
83724,1470,26,7,23,0,1,1
33230,79,0,3,2,0,1,0
51856,1260,33,7,5,1,1,1
97724,2382,67,5,16,0,0,1
26392,889,87,4,2,0,0,0
86306,1106,20,6,1,1,1,1
69374,1991,32,5,11,0,1,1
2569,1501,6,2,23,1,0,0
54047,921,64,4,5,0,0,0
22634,550,2,8,9,0,0,0
63720,2062,50,6,10,0,1,1
48974,392,78,3,15,0,1,0
49808,2358,94,6,15,0,0,0
74653,2434,53,4,23,1,0,1
68444,1381,79,1,17,1,0,0
49238,974,73,5,21,0,1,1
54402,340,92,6,22,0,1,1
47738,757,58,7,23,1,1,1
78349,1046,5,5,8,1,0,1
2819,2339,28,7,20,0,1,1
22990,2354,16,6,18,1,0,1
77336,939,59,1,1,1,0,1
36609,848,21,5,23,1,0,1
42634,442,23,8,0,0,1,1
92341,130,80,5,15,1,1,1
18887,597,84,3,21,1,1,1
48945,1959,50,6,17,1,1,1
58032,1506,49,2,2,1,1,1
92224,862,10,4,23,0,1,1
91759,999,55,0,0,1,0,1
33162,2373,70,9,5,1,0,1
75813,2496,41,2,18,1,1,1
87363,1552,38,7,21,0,1,1
95856,1641,68,8,18,0,1,1
60561,1512,47,8,10,0,0,0
75518,1737,56,9,7,1,1,1
66772,1450,20,1,4,1,0,0
34932,1858,81,3,19,1,1,1
32066,265,98,4,8,0,0,0
72645,1463,19,2,14,1,0,1
13087,157,14,0,20,1,1,1
37411,1446,68,5,13,0,0,0
31675,2299,76,9,3,1,0,1
63952,1633,50,1,23,1,0,0
1107,2375,75,8,23,0,0,0
71081,895,61,0,7,0,1,1
76342,2145,84,8,19,0,0,1
47617,513,36,6,16,0,0,0
29357,216,5,9,1,0,0,0
87372,2173,70,1,19,1,1,1
42307,1707,25,5,15,0,1,1
13381,2107,7,7,9,1,0,1
61346,1568,72,1,1,1,1,1
1535,2209,90,4,10,0,1,0
98975,2332,3,5,9,0,1,1
91457,2154,20,2,18,1,1,1
26760,1129,30,1,13,1,1,1
5184,228,20,5,10,1,1,1
82297,2366,24,2,8,0,1,1
13607,1488,14,1,6,1,0,0
72695,802,34,0,14,0,0,0
83907,1623,48,7,19,1,0,1
45639,1906,42,0,16,1,1,1
7591,472,40,4,2,1,0,0
50292,1080,36,5,14,0,1,1
80495,2061,56,2,13,0,1,1
63988,1042,41,6,7,1,0,1
73709,2161,46,1,3,1,0,1
9177,229,91,6,9,1,0,1
21053,171,60,1,1,0,0,0
77019,295,13,4,13,0,1,1
67989,189,67,6,7,0,0,0
23921,426,52,2,22,0,0,0
37667,977,83,3,9,0,1,0
24960,1103,33,0,17,1,1,1
21295,919,75,2,14,1,1,1
77575,499,96,8,4,1,1,1
90974,1822,23,9,21,0,1,1
87366,866,19,4,12,1,0,1
21527,826,68,7,17,0,0,0
27183,1859,29,1,1,0,1,0
87146,2119,87,2,12,1,0,1
57472,2296,6,6,13,1,1,1
44164,146,35,9,9,0,0,0
7913,1642,37,3,3,0,0,0
31698,1320,79,8,14,1,0,1
93206,470,51,6,7,0,0,1
27182,193,14,0,14,0,0,0
29341,1092,45,3,13,0,1,0
96314,52,22,9,20,1,0,1
44669,2411,11,5,8,0,0,0
11845,1821,92,5,19,0,0,0
26129,1870,43,9,2,0,0,0
13125,1787,14,5,14,0,1,1
14388,1455,92,4,23,0,1,0
89286,1868,48,2,16,0,1,1
6640,2008,20,1,15,0,0,0
97868,1435,14,2,3,1,1,1
82058,840,13,8,10,1,1,1
68978,241,41,2,7,1,1,1
41946,536,79,2,2,0,1,0
76032,1408,14,0,18,1,0,1
17582,83,62,1,13,1,0,0
23511,982,67,2,8,0,0,0
51075,951,26,1,2,1,0,0
60645,611,86,7,3,0,1,1
78897,574,92,5,3,0,0,1
52407,2334,52,6,10,0,0,0
3193,989,51,0,18,1,0,0
77358,459,62,5,15,0,1,1
22142,2174,72,1,22,1,1,1
53030,1523,52,5,21,0,1,1
44513,2473,56,2,16,0,0,0
93723,1985,51,6,9,1,0,1
97983,1567,42,2,23,0,0,0
33856,2160,6,8,16,1,0,1
53368,2450,41,2,15,0,1,0
39314,122,3,6,19,0,0,0
81971,273,68,3,21,0,1,1
28702,1318,4,7,5,0,1,1
53431,398,74,1,6,0,0,0
49001,985,91,7,13,0,1,1
63516,1231,79,8,10,0,0,0
32296,1134,40,7,11,0,0,0
5726,1302,93,5,13,1,0,1
7524,1911,3,9,4,1,0,1
12957,1506,1,0,4,1,1,1
20082,1917,66,6,19,0,1,1
77061,820,20,0,21,1,0,1
2080,1957,69,6,22,1,1,1
48390,2369,42,1,14,0,1,0
26531,179,81,7,0,1,1,1
85076,897,68,1,23,0,0,0
82811,2267,8,2,22,1,0,1
26485,1973,83,2,8,1,0,0
38258,1552,27,0,2,1,1,1
23119,492,25,4,3,1,0,0
18739,61,81,4,15,1,0,0
85630,1078,82,9,6,0,0,1
21663,1704,2,4,21,1,0,0
39441,65,72,8,13,0,0,0
5876,586,99,5,15,1,0,1
36544,1728,94,5,17,0,1,1
69016,2219,48,2,15,1,0,0
8811,535,16,4,15,1,1,1
74418,2156,62,9,1,1,0,1
83070,1871,54,6,9,1,1,1
85653,1005,22,2,6,1,1,1
30807,1230,33,1,14,0,1,0
39210,1040,68,4,8,1,0,0
61888,327,14,2,6,1,0,0
82979,608,46,4,23,0,1,1
38927,2,2,8,15,1,1,1
5755,1034,82,9,2,1,0,1
44959,2482,27,0,16,1,0,0
53725,125,2,3,22,1,0,0
52198,1105,3,9,7,1,1,1
15351,1862,87,4,1,0,1,0
626,1174,30,1,19,1,1,1
68860,129,44,1,2,0,1,0
47937,438,58,0,7,1,1,1
11636,751,44,7,1,1,0,1
28641,1222,74,1,18,0,1,0
79183,2259,36,2,16,1,1,1
51127,902,64,1,4,1,0,0
34631,2093,8,3,19,0,0,0
8812,1303,16,0,16,1,0,0
65555,1434,64,2,9,1,1,1
74844,391,2,4,8,0,0,0
5209,1068,25,9,21,0,1,1
49368,27,52,0,5,1,0,1
54715,548,30,3,10,1,1,1
82603,567,25,5,1,1,1,1
29859,704,22,3,22,0,0,0
85808,1243,29,6,11,0,1,1
60212,185,9,6,11,1,0,1
26689,1591,71,5,15,1,1,1
30115,1914,88,8,21,1,1,1
29109,848,63,1,23,0,1,0
83409,599,21,9,11,0,0,1
62146,806,14,7,20,0,1,1
26243,1358,55,7,17,1,0,1
6254,2127,73,9,12,1,1,1
21904,1879,19,3,14,1,1,1
41788,2461,46,5,15,0,0,0
64388,546,86,5,3,1,0,1
51295,1633,52,4,11,0,1,0
20681,2217,52,0,16,1,1,1
52748,2080,0,2,0,0,1,0
30187,2335,1,6,21,1,1,1
50030,1927,57,7,17,1,1,1
33081,617,18,1,21,0,1,0
69398,2318,61,2,15,1,0,0
46267,1204,77,3,0,0,1,0
75404,1760,71,4,9,1,0,1
43508,226,11,2,18,1,1,1
39599,670,25,4,15,1,1,1
52369,1764,26,7,13,0,0,0
38659,917,28,7,1,1,1,1
74419,2174,14,1,23,0,1,1
95417,2122,45,5,5,1,0,1
96447,1215,0,3,21,1,1,1
48887,1706,59,8,22,0,0,0
35588,1843,91,9,4,1,1,1
74541,1984,56,1,11,1,1,1
74763,56,2,7,3,0,0,1
22531,720,17,0,21,0,0,0
61781,2080,51,5,23,1,1,1
63583,574,59,9,3,0,0,0
49253,667,33,0,4,0,0,0
6468,284,95,1,6,1,0,0
27524,1745,92,2,5,0,1,0
45104,2235,88,8,12,0,0,0
83969,498,59,4,3,1,0,1
88752,1466,25,9,12,0,0,1
57085,130,71,9,3,0,0,0
50169,639,18,1,9,1,0,0
52426,2162,21,9,19,1,1,1
81161,2061,92,4,0,0,1,1
23498,2492,32,4,20,1,1,1
98493,2495,37,0,7,0,1,1
50961,986,34,2,6,0,1,0
75997,993,66,4,4,0,0,0
82005,2122,82,8,2,0,0,1
68677,101,9,9,14,1,1,1
65741,2224,90,0,16,1,0,0
9178,427,14,7,22,0,0,0
25103,41,10,0,12,1,0,0
62868,429,89,8,14,0,1,1
51147,344,23,5,18,0,0,0
71726,366,76,0,19,1,0,1
57760,609,95,7,13,1,1,1
49886,728,3,4,20,0,1,0
2025,2277,12,6,12,1,0,1
84076,825,72,6,11,0,0,1
26115,1376,56,6,23,1,1,1
33420,889,97,5,22,1,1,1
64981,2044,36,7,8,0,0,0
90927,1342,47,8,2,1,0,1
26389,1297,70,1,10,1,1,1
3489,117,0,6,9,0,0,0
25783,2416,59,1,0,0,1,0
13729,1118,11,5,16,0,1,1
61650,168,20,1,12,0,1,0
24926,1739,10,9,13,0,0,0
26730,1365,43,5,0,0,0,0
98862,695,57,1,1,1,1,1
46263,925,43,0,1,0,1,0
98611,152,77,6,6,0,1,1
66535,586,97,2,8,0,1,0
11753,913,33,3,23,1,0,0
28061,2322,24,5,3,0,1,1
82041,1578,3,4,1,0,1,1
74237,496,63,3,18,1,1,1
33762,2149,89,8,4,1,0,1
98918,557,15,5,8,0,1,1
56546,1106,9,5,23,1,1,1
21388,1553,65,1,12,1,1,1
95181,2121,34,5,11,0,1,1
36977,157,82,6,18,0,1,1
15413,735,5,7,8,0,0,0
80985,2180,18,7,9,1,0,1
72815,1428,58,8,18,0,0,1
10426,559,52,9,9,1,1,1
1660,2155,7,2,11,0,1,0
79248,2313,77,9,13,1,0,1
83286,155,9,6,7,0,1,1
26845,997,66,6,15,1,0,1
31990,2295,37,0,16,0,1,0
20122,531,28,7,19,0,0,0
52679,1972,14,3,3,0,0,0
70416,729,86,4,5,1,1,1
83947,1178,22,5,11,1,1,1
28480,154,81,2,17,0,0,0
2456,92,45,4,6,1,0,0
70426,2386,82,9,4,0,1,1
92547,1504,27,4,9,1,0,1
89999,1717,25,0,5,0,1,1
20149,2498,9,2,13,1,0,0
75817,2017,46,2,5,1,1,1
16182,787,3,0,13,1,1,1
761,273,54,6,11,1,1,1
37512,2028,65,0,21,1,0,0
3020,177,66,6,11,0,1,1
91294,643,6,3,7,1,1,1
60415,1899,54,8,9,1,1,1
79661,567,79,6,15,1,0,1
9046,666,30,4,19,1,1,1
94342,1332,73,6,7,0,1,1
45600,1799,18,8,8,1,1,1
16409,1070,27,9,12,1,1,1
55330,2350,80,5,19,0,1,1
98756,408,27,0,16,0,0,0
30127,1213,18,5,18,1,1,1
72641,1854,86,0,16,0,1,1
59421,1153,19,3,6,1,0,0
1056,1142,12,7,0,1,0,1
74231,144,76,4,19,0,0,0
48008,2490,42,4,13,1,0,0
78439,487,10,9,16,0,1,1
26063,860,47,7,12,0,0,0
39543,1936,14,7,1,1,1,1
99359,148,16,0,13,1,0,1
39163,1360,53,4,0,0,0,0
80918,1358,49,4,4,1,1,1
4803,90,27,7,6,0,0,0
65228,1358,82,0,18,0,0,0
72199,199,3,6,13,0,1,1
25949,538,21,6,23,0,0,0
31960,301,85,8,13,1,0,1
31685,724,38,1,14,1,0,0
22115,1599,33,2,4,1,1,1
77639,1460,96,3,4,1,1,1
43685,68,43,0,20,1,1,1
27058,1538,41,6,23,1,1,1
26117,398,39,9,1,0,1,1
76807,620,96,2,17,1,0,1
45450,1585,11,2,23,0,1,0
12301,1164,1,2,8,0,0,0
29526,730,27,7,9,0,1,1
17878,556,73,8,17,1,0,1
45341,1953,85,9,3,0,1,1
42329,1752,80,1,7,1,1,1
86752,2330,89,9,17,0,0,1
48464,996,66,9,19,1,0,1
98933,1960,70,0,16,1,0,1
84978,1602,71,8,15,1,0,1
57156,1481,83,5,17,1,1,1
27590,2135,75,8,6,1,0,1
20075,1103,98,5,0,0,0,0
26823,2352,80,1,0,1,1,1
23379,1404,91,0,17,1,0,0
78401,2178,9,7,3,0,0,1
11661,1300,85,2,22,1,0,0
66161,1723,56,0,19,1,1,1
88497,899,96,7,20,1,0,1
49253,1207,85,0,19,1,1,1
33242,1536,36,7,3,1,0,1
27016,78,76,0,5,0,1,0
64424,1533,90,8,2,1,1,1
45065,238,63,8,5,0,0,0
4748,1158,78,8,12,1,0,1
35233,1997,85,2,22,0,0,0
50777,1216,93,3,6,0,0,0
96159,278,39,4,23,0,0,0
94688,524,97,5,3,1,0,1
98417,180,59,8,0,1,1,1
70235,123,97,3,5,0,1,1
35146,1270,47,5,23,1,0,1
47164,1758,98,0,4,1,1,1
69450,1095,18,1,12,0,0,0
45993,480,71,7,18,1,0,1
61372,1798,32,3,3,0,1,0
92252,2132,43,9,23,1,0,1
67749,2405,91,6,5,0,1,1
64774,816,36,3,12,1,0,0
13860,443,88,8,4,1,1,1
22027,143,35,8,12,0,0,0
86575,192,80,3,9,0,1,1
61467,1411,87,7,2,1,1,1
98055,378,20,5,22,0,0,1
12688,535,1,0,12,0,0,0
52333,1717,30,6,11,0,1,1
44838,1033,96,0,3,0,0,0
33497,1411,29,2,9,0,0,0
82289,2141,75,7,2,1,0,1
76467,1990,43,8,16,0,0,1
71360,1178,11,2,8,0,0,0
76719,405,50,0,0,0,0,0
19916,1173,48,0,17,0,1,0
42340,889,23,6,8,1,1,1
6376,422,23,4,20,0,0,0
79630,1642,59,0,19,1,1,1
23599,472,10,5,8,1,0,1
88676,547,12,5,1,0,1,1
82595,631,90,3,18,0,0,0
71735,1038,71,6,15,1,0,1
85212,1830,73,6,2,1,0,1
36046,364,71,8,15,1,1,1
55304,2167,63,0,20,0,0,0
51986,546,19,4,12,1,0,0
71752,634,71,9,2,0,1,1
15663,1937,72,2,9,1,1,1
92424,1681,70,6,21,1,0,1
92564,963,77,3,17,0,1,1
9947,883,27,3,5,0,1,0
26255,871,1,0,5,1,0,0
79771,516,42,0,17,0,0,0
83410,1421,7,9,5,0,0,1
67378,866,12,1,5,1,0,0
18409,2154,84,1,21,0,1,0
719,1109,91,0,12,0,0,0
83294,214,34,7,13,1,0,1
50208,2245,22,5,20,1,0,1
34807,19,45,5,6,0,1,1
20437,642,14,9,12,0,0,0
81637,1105,1,9,14,0,0,1
66604,330,60,8,11,1,0,1
47714,866,75,4,20,1,1,1
91528,774,63,3,0,0,0,0
91255,392,51,5,2,0,0,1
381,637,35,7,17,0,0,0
27520,2355,66,0,21,1,0,0
80996,1026,68,6,7,1,1,1
39130,1675,66,7,1,0,1,1
1158,740,46,8,3,0,0,0
86313,1546,82,7,17,0,1,1
76360,469,1,6,12,0,1,1
28504,2260,43,2,14,1,0,0
29956,1136,63,1,1,0,0,0
9300,1032,80,2,9,0,1,0
64278,874,77,3,1,1,0,0
34097,460,27,3,20,0,0,0
25711,2301,90,5,11,0,0,0
41335,1550,53,6,4,0,0,0
35157,752,73,3,11,0,1,0
1339,1462,66,9,22,0,0,0
65761,1778,35,5,0,0,1,1
45372,854,62,8,1,1,0,1
89493,2284,24,5,15,0,0,1
61312,1330,85,2,21,1,1,1
15498,478,47,0,1,1,1,1
56603,2264,38,9,15,1,1,1
6738,135,46,9,19,1,1,1
6670,1153,93,4,15,0,0,0
68885,410,20,9,5,0,0,0
9210,1446,29,9,12,0,1,1
79241,1318,91,2,11,0,0,0
12215,1270,30,7,22,1,0,1
39162,1580,25,9,9,1,0,1
23011,86,21,0,4,1,1,1
32656,1866,20,1,7,0,1,0
78231,1470,0,2,5,1,1,1
2069,378,36,2,4,0,1,0
43853,1681,76,7,19,1,1,1
82911,1075,84,4,21,0,1,1
4570,242,45,7,5,1,1,1
10325,920,8,5,21,1,0,1
23296,1587,16,1,16,0,0,0
13769,2314,46,3,5,1,1,1
37480,1272,84,8,16,1,0,1
48420,70,94,3,4,0,0,0
47514,2105,58,4,22,1,1,1
15677,1406,53,4,16,1,0,0
88109,2087,85,9,16,1,0,1
55509,2008,11,7,12,1,1,1
28725,801,63,5,21,0,1,1
81140,1042,5,9,6,0,0,1
24189,825,52,6,21,1,1,1
36587,756,15,5,20,0,1,1
65938,2400,89,4,5,1,0,0
97099,1996,4,4,13,0,1,1
94895,1840,72,2,15,1,0,1
50238,1322,45,6,2,1,1,1
42923,2331,13,9,8,0,0,0
37308,1610,43,4,14,1,1,1
54161,110,62,6,20,1,0,1
30759,1017,93,1,17,1,1,1
31990,1962,51,8,9,1,0,1
79234,1770,25,7,9,0,1,1
47155,25,52,4,22,0,0,0
19608,843,28,1,2,0,1,0
42387,738,18,5,0,0,0,0
79016,2105,46,7,2,1,0,1
27084,180,7,6,4,1,1,1
8225,232,22,7,6,1,1,1
36159,1918,34,3,2,1,0,0
69669,343,94,2,3,0,1,0
17187,477,52,6,16,0,0,0
5804,1823,98,1,2,0,0,0
60676,455,95,4,22,1,0,0
73484,1256,57,6,3,1,0,1
87228,289,4,0,1,1,0,1
72560,1237,15,3,13,1,0,1
27308,2306,16,1,4,0,1,0
85250,530,31,5,20,0,0,1
66124,2277,95,0,1,0,0,0
39982,596,51,6,14,1,0,1
26023,435,19,2,10,0,0,0
29265,882,65,0,21,1,0,0
67303,1782,83,7,9,0,1,1
91849,402,81,6,19,0,1,1
4214,2136,0,1,0,1,0,0
65065,1566,57,6,18,1,0,1
36421,309,92,2,13,1,0,0
73397,343,92,8,22,0,1,1
96752,436,82,7,21,0,1,1
99404,177,43,4,13,0,0,0
25526,139,5,6,0,0,1,1
17872,194,49,2,8,1,0,0
3812,1185,71,0,16,0,0,0
1467,943,87,0,13,1,1,1
91836,525,19,1,12,0,1,1
52024,1625,13,7,12,1,1,1
3826,2258,4,0,5,1,1,1
89252,741,40,4,6,0,1,1
27823,862,39,8,1,0,0,0
9208,954,33,8,7,1,1,1
77814,1303,79,1,23,0,0,0
35743,1275,44,6,5,1,1,1
31424,1744,70,0,2,0,0,0
83460,2188,79,2,17,0,1,1
9027,792,70,5,17,0,1,1
93780,546,26,8,21,0,0,1
96646,1845,77,9,22,0,1,1
22543,1017,77,1,5,1,0,0
80073,1928,43,6,10,0,1,1
63549,1554,32,3,2,1,0,0
76843,57,32,1,15,1,0,1
60333,2160,43,2,4,1,1,1
25637,5,19,5,23,0,1,1
77676,1438,35,9,21,1,1,1
22712,1363,6,8,1,1,1,1
94077,1821,31,7,14,1,1,1
6571,1283,66,9,15,1,0,1
35731,2138,38,8,6,1,1,1
92159,1274,92,3,15,1,1,1
31448,1132,23,3,23,0,0,0
64832,668,85,8,3,1,0,1
1277,1282,69,7,15,1,1,1
4860,997,87,1,16,0,0,0
32879,1927,86,7,1,1,1,1
21736,282,53,0,15,0,0,0
81989,1228,37,8,3,0,0,1
53651,2064,73,8,6,1,0,1
11656,936,79,7,17,1,1,1
27698,254,74,4,5,0,0,0
11663,1212,31,4,17,0,1,0
46919,329,44,2,6,0,1,0
73870,1421,60,4,1,0,1,1
91155,1541,69,3,18,1,0,1
27066,1193,87,0,8,0,1,0
81809,1717,96,8,3,0,0,1
59989,2414,52,9,13,0,0,0
27087,1202,50,3,4,1,1,1
78814,655,75,2,6,0,1,1
58448,1386,55,5,7,0,1,1
24696,760,26,0,14,1,1,1
33274,1799,37,4,18,1,1,1
64206,1064,61,6,10,0,0,0
70067,416,17,1,19,0,0,0
59282,255,63,9,22,0,1,1
93400,1167,76,8,3,1,1,1
87263,1877,29,5,17,1,1,1
39410,900,48,1,13,0,0,0
56188,2059,40,7,5,0,0,0
9006,26,12,7,15,0,1,1
37014,421,33,0,17,1,1,1
45479,1245,99,0,0,0,0,0
78712,1877,93,0,7,0,0,0
37750,1261,24,3,0,1,1,1
46981,2285,65,3,0,0,1,0
46513,1009,99,7,18,1,0,1
6112,219,17,0,20,1,0,0
50215,1511,4,9,9,0,0,0
7251,1960,18,2,17,1,0,0
57816,663,41,0,11,1,0,0
93847,990,17,8,16,0,1,1
92753,189,31,9,0,1,1,1
36478,255,20,8,7,1,0,1
42752,68,9,6,9,0,0,0
72530,616,36,7,9,0,0,1
13567,2384,48,0,17,0,0,0
31110,874,85,4,8,0,1,0
54791,2348,12,1,1,0,1,0
64257,1626,54,0,2,1,1,1
12389,357,16,2,1,1,1,1
45076,256,8,6,5,1,0,1
43696,1008,87,0,22,1,0,0
23271,2401,43,1,11,1,1,1
86465,1756,77,1,21,0,0,0
99690,284,45,3,18,0,1,1
44239,99,7,2,14,0,0,0
48813,197,36,2,18,0,0,0
29834,878,18,9,11,1,1,1
72688,1869,62,4,17,0,0,0
63746,1389,91,2,15,0,0,0
3754,2416,45,6,1,1,0,1
89122,570,93,4,10,1,1,1
18843,1066,70,3,11,0,0,0
48468,422,25,2,4,1,0,0
90125,1205,45,3,23,1,0,1
74272,545,45,1,5,0,1,1
6541,71,74,0,10,1,0,0
24711,1224,13,2,20,0,0,0
12249,768,84,1,9,1,1,1
59289,2355,62,0,3,1,0,0
21775,1707,71,0,8,1,0,0
71131,2425,2,1,11,1,0,1
42768,655,27,8,9,0,1,1
13773,2447,28,4,13,1,0,0
76766,1797,86,8,4,0,0,1
88304,221,17,7,0,0,1,1
80858,182,34,5,4,1,1,1
65529,307,76,0,15,1,0,0
23769,1420,75,9,4,0,0,0
34168,1014,46,4,4,1,0,0
88889,2052,4,0,17,1,1,1
9535,848,74,6,5,0,0,0
94188,804,58,9,20,1,1,1
52349,215,74,7,17,0,0,0
37484,1444,58,7,9,1,1,1
82029,101,46,6,14,1,1,1
76253,573,94,1,23,1,1,1
75488,1333,94,4,21,1,0,1
31501,658,12,3,10,1,1,1
71931,1534,77,4,18,1,1,1
34184,1657,88,9,12,0,0,0
55926,226,32,8,19,0,1,1
36551,105,96,3,2,1,1,1
7327,1998,61,7,15,1,0,1
32010,772,78,7,6,0,1,1
36141,429,15,1,11,0,0,0
89020,434,43,5,14,0,0,1
65781,1231,57,4,7,1,0,0
81671,866,5,1,22,1,1,1
65581,2416,88,9,16,1,0,1
68676,251,14,3,0,0,1,0
64274,856,3,6,20,0,1,1
26260,1194,55,0,7,1,1,1
17733,561,63,8,13,0,1,1
94980,1470,67,9,9,1,0,1
17114,2342,93,0,18,1,0,0
80632,919,33,4,7,0,1,1
49204,1174,90,6,18,1,1,1
41721,433,94,7,3,0,0,0
77331,2107,55,1,9,0,0,0
68488,969,31,3,22,1,0,0
16114,836,8,1,2,1,1,1
92678,2247,62,3,3,0,0,0
33855,2263,71,5,15,1,0,1
40490,898,77,5,23,0,0,0
23811,472,32,1,3,1,1,1
91758,247,86,3,19,0,0,0
58093,2430,20,3,19,0,0,0
74796,991,54,0,12,1,0,1
27313,927,75,1,20,1,1,1
57884,1192,56,2,16,0,1,0
7521,1075,1,4,22,0,0,0
87036,1835,12,7,15,0,1,1
